tower_id,radio,operator,net,lat,lon,range,area
15028070,UMTS,e&,3,30.0276,31.2065,1329,32295
2251911,UMTS,Vodafone,2,30.2091,31.2277,3643,11341
7525544,UMTS,Vodafone,2,30.0352,31.0118,4137,31142
542795,UMTS,e&,3,30.1208,31.3491,534,31081
546690,UMTS,e&,3,30.1204,31.3456,1000,31081
546680,UMTS,e&,3,30.1159,31.3446,1340,31081
542791,UMTS,e&,3,30.1215,31.3498,1000,31081
7370070,UMTS,Vodafone,2,29.956,30.9159,1000,31121
7499900,UMTS,Vodafone,2,30.0656,30.9432,1903,31142
546684,UMTS,e&,3,30.1181,31.3463,1000,31081
532245,UMTS,e&,3,30.1233,31.3486,1000,31081
532241,UMTS,e&,3,30.1227,31.3491,1000,31081
2882813,UMTS,Vodafone,2,30.0021,31.1221,3024,11431
525413,UMTS,e&,3,30.1292,31.3578,1000,31081
535463,UMTS,e&,3,30.1295,31.3681,1798,31081
10116,GSM,Orange,1,30.1202,31.3618,1000,22251
1997,GSM,Vodafone,2,30.1314,31.3742,1000,21721
14303754,UMTS,e&,3,27.1848,33.8051,2946,32181
14347664,UMTS,e&,3,27.1698,33.8238,1000,32181
14347659,UMTS,e&,3,27.1683,33.8241,1000,32181
14347665,UMTS,e&,3,27.1823,33.8223,1709,32181
14347639,UMTS,e&,3,27.1944,33.8596,6670,32181
14347660,UMTS,e&,3,27.1774,33.823,1147,32181
14351129,UMTS,e&,3,27.2073,33.9297,3008,32181
14347667,UMTS,e&,3,27.1722,33.7652,5583,32181
14351131,UMTS,e&,3,27.1981,33.926,2416,32181
15041205,UMTS,e&,3,30.0648,31.1216,1000,32292
15028076,UMTS,e&,3,30.062,31.0281,1000,32292
14865018,UMTS,e&,3,25.7239,32.6024,1058,32262
14863279,UMTS,e&,3,25.6951,32.6392,1608,32262
15009649,UMTS,e&,3,30.0319,31.1528,3501,32291
15014767,UMTS,e&,3,30.0676,31.0193,1000,32292
15014766,UMTS,e&,3,30.0689,31.019,1000,32292
15028077,UMTS,e&,3,30.0655,31.0227,1000,32292
15070857,UMTS,e&,3,30.0768,31.008,1000,32292
14865378,UMTS,e&,3,25.7397,32.6048,2018,32262
15030298,UMTS,e&,3,30.0663,31.135,3935,32292
15070817,UMTS,e&,3,30.0691,31.0183,1000,32292
15030311,UMTS,e&,3,30.0565,31.0883,2279,32292
15070807,UMTS,e&,3,30.0652,31.0227,1000,32292
15028081,UMTS,e&,3,30.0667,31.0203,1000,32292
15070806,UMTS,e&,3,30.0628,31.0264,1000,32292
64150275,LTE,Vodafone,2,29.9599,30.9273,1000,21230
2255078,UMTS,Vodafone,2,30.2315,31.2229,4868,11341
2741961,UMTS,Vodafone,2,30.1054,31.2607,1000,11411
2809347,UMTS,Vodafone,2,30.132,31.3756,1000,11422
2843332,UMTS,Vodafone,2,29.9994,31.1184,1313,11431
2809342,UMTS,Vodafone,2,30.1294,31.3753,1000,11422
3039906,UMTS,Vodafone,2,30.1303,31.3682,1000,11461
24463,GSM,e&,3,24.0437,32.8605,3737,22163
21853,GSM,e&,3,24.0399,32.8571,1000,22163
1859335,UMTS,Vodafone,2,30.0373,31.2344,1000,23103
7423365,UMTS,Vodafone,2,30.0516,31.3911,1000,31131
7482057,UMTS,Vodafone,2,30.1428,30.8537,1783,31142
7493288,UMTS,Vodafone,2,30.0435,31.044,3424,31142
7370090,UMTS,Vodafone,2,29.9477,30.9088,1000,31121
7503928,UMTS,Vodafone,2,30.1855,30.788,2809,31142
7372236,UMTS,Vodafone,2,29.9439,30.9036,1000,31121
7483205,UMTS,Vodafone,2,30.0733,31.0078,1000,31142
7497644,UMTS,Vodafone,2,30.0747,31.0129,1000,31142
7482056,UMTS,Vodafone,2,30.1354,30.8644,1000,31142
7498903,UMTS,Vodafone,2,30.1373,30.8622,1000,31142
7482064,UMTS,Vodafone,2,30.1488,30.8439,3926,31142
7525619,UMTS,Vodafone,2,30.0832,30.8961,6397,31142
7503924,UMTS,Vodafone,2,30.1626,30.8201,1215,31142
7525583,UMTS,Vodafone,2,30.2001,30.736,8673,31142
7525582,UMTS,Vodafone,2,30.1853,30.7715,6989,31142
7525622,UMTS,Vodafone,2,30.0732,31.0078,1000,31142
7525569,UMTS,Vodafone,2,30.1414,30.7862,1956,31142
7525563,UMTS,Vodafone,2,30.0761,31.0077,1035,31142
7525545,UMTS,Vodafone,2,30.0649,31.0238,944,31142
7525618,UMTS,Vodafone,2,30.0873,30.8789,2805,31142
7525625,UMTS,Vodafone,2,30.0657,31.0222,1000,31142
7525617,UMTS,Vodafone,2,30.0996,30.8728,1943,31142
18992,GSM,Orange,1,30.133,31.3774,1000,22251
3182064,UMTS,Vodafone,2,30.2536,31.2216,4378,15481
52742913,LTE,Vodafone,2,29.9666,31.0537,1474,21320
15021447,UMTS,e&,3,30.0298,31.2104,1000,32295
15044966,UMTS,e&,3,30.0276,31.2079,1000,32295
15018955,UMTS,e&,3,30.0227,31.212,1000,32295
15048812,UMTS,e&,3,30.0589,31.0775,1327,32292
15030294,UMTS,e&,3,30.0667,31.1476,953,32292
2793941,UMTS,Vodafone,2,30.1272,31.3699,1000,11422
2200,GSM,Vodafone,2,30.0321,30.9678,1000,31142
2802674,UMTS,Vodafone,2,30.1307,31.3759,1000,11422
2262452,UMTS,Vodafone,2,30.1462,31.222,8047,11341
1073189,UMTS,e&,3,30.1084,31.3733,1000,31161
11627,GSM,Orange,1,30.1315,31.3709,1000,22251
3182065,UMTS,Vodafone,2,30.2435,31.2226,1657,15481
2209,GSM,Vodafone,2,30.0359,30.9663,1000,31142
19569,GSM,Vodafone,2,30.5157,31.3979,3630,22501
1059912,UMTS,e&,3,30.1193,31.3698,1000,31161
7498397,UMTS,Vodafone,2,30.0356,30.967,1000,31142
8241855,UMTS,Vodafone,2,29.9544,31.0755,2270,31122
8241856,UMTS,Vodafone,2,29.9551,31.0758,1326,31122
8241854,UMTS,Vodafone,2,29.9543,31.0828,1000,31122
7474144,UMTS,Vodafone,2,30.1305,30.8708,3613,31142
15048809,UMTS,e&,3,30.0587,31.082,1000,32292
50143,GSM,e&,3,24.0347,32.8574,2902,22163
15015216,UMTS,e&,3,30.0544,31.0387,1629,32292
15048811,UMTS,e&,3,30.0562,31.074,1000,32292
8232628,UMTS,Vodafone,2,29.898,31.0468,4112,31122
2813286,UMTS,Vodafone,2,30.1249,31.4013,1000,11422
7487014,UMTS,Vodafone,2,30.0432,30.9793,1000,31142
8192992,UMTS,Vodafone,2,29.9623,31.0668,1000,31122
2607107,LTE,Orange,1,30.1313,31.3862,2389,25636
7474142,UMTS,Vodafone,2,30.118,30.8762,2763,31142
1079452,UMTS,e&,3,30.1314,31.3852,1000,31161
50063,GSM,e&,3,24.0852,32.896,1000,22161
51361,GSM,e&,3,24.0762,32.8928,1000,22163
50062,GSM,e&,3,24.082,32.8924,1000,22161
65026818,LTE,Vodafone,2,29.9958,31.1031,6984,21250
2738307,UMTS,Vodafone,2,30.0495,31.2503,1000,11411
28790532,LTE,Vodafone,2,30.0761,31.4554,1223,21200
3056386,UMTS,Vodafone,2,30.1308,31.4581,1000,11461
25688067,LTE,Vodafone,2,30.0019,31.3956,1225,21240
26088961,LTE,Vodafone,2,30.0817,31.4359,1217,21200
26088963,LTE,Vodafone,2,30.0771,31.4301,1005,21200
28807425,LTE,Vodafone,2,29.9928,31.3785,1116,21240
574211,LTE,e&,3,30.1016,31.3661,3410,41161
51628034,LTE,Vodafone,2,29.9384,31.0329,5936,21320
28728321,LTE,Vodafone,2,30.0887,31.3415,1000,11180
51732227,LTE,Vodafone,2,30.0776,31.0031,1438,21250
65045505,LTE,Vodafone,2,30.0626,31.0965,1257,21250
64520451,LTE,Vodafone,2,29.9626,31.0554,1153,21320
25681665,LTE,Vodafone,2,29.9929,31.3855,1000,21240
64519171,LTE,Vodafone,2,30.0447,31.0498,2986,21250
64519170,LTE,Vodafone,2,30.0434,31.0552,3514,21250
1079448,UMTS,e&,3,30.1335,31.3863,1000,31161
29157890,LTE,Vodafone,2,30.0278,31.4028,855,21240
28751107,LTE,Vodafone,2,30.0143,31.3987,1000,21240
28751108,LTE,Vodafone,2,30.0158,31.3961,2127,21240
29203715,LTE,Vodafone,2,30.0561,31.4131,896,21240
25688065,LTE,Vodafone,2,30.0083,31.396,1183,21240
28843779,LTE,Vodafone,2,30.0475,31.4061,1000,21240
28793603,LTE,Vodafone,2,30.0403,31.4037,917,21240
28793602,LTE,Vodafone,2,30.0352,31.4037,1000,21240
29157889,LTE,Vodafone,2,30.0285,31.4025,1308,21240
29085699,LTE,Vodafone,2,30.0314,31.4032,1000,21240
28751105,LTE,Vodafone,2,30.0177,31.401,1222,21240
25796867,LTE,Vodafone,2,30.0535,31.2391,1000,11140
51242753,LTE,Vodafone,2,30.0175,31.0066,9323,21250
51242755,LTE,Vodafone,2,30.0159,31.0029,1356,21250
64517633,LTE,Vodafone,2,30.0101,30.9935,651,21330
90625,LTE,e&,3,30.1397,31.4477,1582,41161
90626,LTE,e&,3,30.1452,31.4548,1387,41161
51327491,LTE,Vodafone,2,30.0608,31.2053,500,11070
51286787,LTE,Vodafone,2,30.0633,31.1047,2015,21250
25711361,LTE,Vodafone,2,30.0857,31.3246,1000,11180
520450,LTE,e&,3,30.0637,31.0269,636,42292
25796866,LTE,Vodafone,2,30.0517,31.2408,1000,11140
26034945,LTE,Vodafone,2,30.0532,31.2381,1000,11140
28751363,LTE,Vodafone,2,30.0858,31.3257,590,11180
51627777,LTE,Vodafone,2,29.9966,30.9635,1000,21330
51735072,LTE,Vodafone,2,30.0651,31.0223,1000,21250
52737540,LTE,Vodafone,2,30.0076,30.9794,616,21330
51528449,LTE,Vodafone,2,29.9997,30.9683,1000,21330
64517635,LTE,Vodafone,2,30.0088,30.991,1000,21330
52738051,LTE,Vodafone,2,30.0,30.9691,1622,21330
51219203,LTE,Vodafone,2,30.0274,31.1967,1000,11070
52741633,LTE,Vodafone,2,30.0654,31.1389,1034,21250
25796865,LTE,Vodafone,2,30.0529,31.2427,1000,11140
25986306,LTE,Vodafone,2,30.0372,31.329,1004,11150
452611,LTE,e&,3,30.0286,31.2059,1000,42295
350723,LTE,e&,3,30.027,31.2098,1000,42295
333570,LTE,e&,3,30.0368,31.1682,1000,42291
51286788,LTE,Vodafone,2,30.0639,31.1107,1000,21250
51286786,LTE,Vodafone,2,30.0644,31.1171,1000,21250
64519169,LTE,Vodafone,2,30.054,31.0856,7985,21250
65045506,LTE,Vodafone,2,30.0581,31.0806,1222,21250
51612930,LTE,Vodafone,2,30.0287,31.2066,1000,11070
51219201,LTE,Vodafone,2,30.0272,31.2011,1000,11070
51398913,LTE,Vodafone,2,30.0571,31.1135,1213,21250
27272705,LTE,Vodafone,2,29.9985,31.3942,1207,21240
28772609,LTE,Vodafone,2,29.9969,31.3915,764,21240
28807428,LTE,Vodafone,2,29.9903,31.3668,904,21240
28807427,LTE,Vodafone,2,29.9859,31.3699,1757,21240
28751106,LTE,Vodafone,2,30.016,31.4037,1546,21240
64528129,LTE,Vodafone,2,30.0459,31.0539,777,21250
29085697,LTE,Vodafone,2,30.0376,31.4042,1000,21240
28778755,LTE,Vodafone,2,30.0504,31.4072,1000,21240
28793091,LTE,Vodafone,2,30.0678,31.4251,1000,21200
65026819,LTE,Vodafone,2,29.9946,31.0867,1327,21250
29203713,LTE,Vodafone,2,30.0589,31.4149,1838,21240
25600515,LTE,Vodafone,2,30.062,31.2162,1327,11140
52741635,LTE,Vodafone,2,30.065,31.1245,737,21250
25600514,LTE,Vodafone,2,30.0622,31.2169,1000,11140
27272707,LTE,Vodafone,2,29.9964,31.3906,1000,21240
52741634,LTE,Vodafone,2,30.0582,31.1279,1234,21250
27170307,LTE,Vodafone,2,30.0819,31.4517,2153,21200
25633537,LTE,Vodafone,2,30.0451,31.3284,1000,11150
28800515,LTE,Vodafone,2,30.085,31.5314,1000,21200
29203714,LTE,Vodafone,2,30.06,31.4188,1257,21240
29244932,LTE,Vodafone,2,30.0635,31.4198,1000,21240
26088962,LTE,Vodafone,2,30.0818,31.4467,1000,21200
28800514,LTE,Vodafone,2,30.087,31.5428,2024,21200
2632450,LTE,Orange,1,30.1237,31.3995,2413,25636
2631683,LTE,Orange,1,30.12,31.3923,2064,25636
52741636,LTE,Vodafone,2,30.0659,31.1307,1000,21250
51632899,LTE,Vodafone,2,30.0596,31.1927,500,11070
64519172,LTE,Vodafone,2,30.0501,31.0476,808,21250
51735043,LTE,Vodafone,2,30.0648,31.0236,500,21250
29420801,LTE,Vodafone,2,30.0964,31.3343,1000,11180
513282,LTE,e&,3,30.0726,31.2855,500,41131
64527876,LTE,Vodafone,2,30.0511,30.9814,1000,21250
26048513,LTE,Vodafone,2,30.0554,31.2952,6572,11020
52742916,LTE,Vodafone,2,29.9639,31.038,1000,21320
51735042,LTE,Vodafone,2,30.0615,31.0284,1027,21250
574210,LTE,e&,3,30.097,31.3707,1000,41161
52742914,LTE,Vodafone,2,29.9643,31.0422,7991,21320
574209,LTE,e&,3,30.1038,31.3679,1000,41161
51801602,LTE,Vodafone,2,30.0724,31.0184,1000,21250
52350211,LTE,Vodafone,2,30.0672,31.0155,1745,21250
26063875,LTE,Vodafone,2,30.0571,31.4803,1000,21200
28994561,LTE,Vodafone,2,30.0544,31.4703,1000,21200
28778753,LTE,Vodafone,2,30.0541,31.4111,1298,21240
29251074,LTE,Vodafone,2,30.0528,31.4282,1000,21200
25630977,LTE,Vodafone,2,30.0957,31.3342,1000,11180
28701955,LTE,Vodafone,2,30.0515,31.2489,1000,11140
2809533,UMTS,Vodafone,2,30.1062,31.3648,1000,11422
25711363,LTE,Vodafone,2,30.0835,31.3211,1000,11180
51286785,LTE,Vodafone,2,30.0641,31.1148,1000,21250
52742915,LTE,Vodafone,2,29.9614,31.0457,1000,21320
51359489,LTE,Vodafone,2,29.967,31.0248,1000,21320
2607618,LTE,Orange,1,30.1046,31.3773,500,25636
26013699,LTE,Vodafone,2,30.0689,31.2482,1000,11140
96513,LTE,e&,3,30.1195,31.3906,1504,41161
25985793,LTE,Vodafone,2,30.1313,31.46,2043,11190
25693185,LTE,Vodafone,2,30.1632,31.3233,1000,11100
29141249,LTE,Vodafone,2,30.1635,31.3384,1000,11100
29141251,LTE,Vodafone,2,30.1629,31.3376,1000,11100
529922,LTE,e&,3,30.0489,31.2336,1000,41171
444161,LTE,e&,3,30.0169,31.2055,1000,42295
25699329,LTE,Vodafone,2,30.0158,31.2267,1000,11020
26034946,LTE,Vodafone,2,30.0514,31.2368,1000,11140
28728323,LTE,Vodafone,2,30.0888,31.3381,1000,11180
26110980,LTE,Vodafone,2,30.18,31.5947,3295,21300
522755,LTE,e&,3,30.0913,31.3794,1322,41161
25628931,LTE,Vodafone,2,30.0285,31.2217,1000,11020
51628546,LTE,Vodafone,2,30.0305,31.2125,1000,11070
25624067,LTE,Vodafone,2,30.1496,31.4252,2238,11190
52798978,LTE,Vodafone,2,29.9649,30.9656,2446,21320
51221505,LTE,Vodafone,2,29.9757,30.9545,1255,21230
54287362,LTE,Vodafone,2,29.9759,30.9551,4090,21230
54287361,LTE,Vodafone,2,29.9831,30.9525,1000,21230
16954114,LTE,e&,3,27.197,33.9068,3400,42181
28720897,LTE,Vodafone,2,30.0468,31.2354,1000,11140
28701185,LTE,Vodafone,2,30.0646,31.249,523,11140
573186,LTE,e&,3,30.1171,31.3471,1688,41081
619265,LTE,e&,3,30.0502,31.0598,1190,42292
619267,LTE,e&,3,30.0438,31.0475,3264,42292
16941827,LTE,e&,3,27.18,33.7954,4032,42181
51215875,LTE,Vodafone,2,30.051,31.1915,1000,11070
51801601,LTE,Vodafone,2,30.076,31.0206,500,21250
51801630,LTE,Vodafone,2,30.0764,31.0199,1000,21250
51621377,LTE,Vodafone,2,29.9735,31.0731,4273,21320
26098433,LTE,Vodafone,2,30.0512,31.2873,1000,11020
28700676,LTE,Vodafone,2,30.0291,31.2345,1000,11020
51301635,LTE,Vodafone,2,30.0369,31.2187,1000,11070
26017282,LTE,Vodafone,2,30.0591,31.2427,1000,11140
25650435,LTE,Vodafone,2,30.0386,31.2331,2733,11020
51646721,LTE,Vodafone,2,30.029,31.2154,1000,11070
51646722,LTE,Vodafone,2,30.021,31.2155,3073,11070
28701186,LTE,Vodafone,2,30.0612,31.2434,1000,11140
26015235,LTE,Vodafone,2,30.0305,31.2299,1000,11020
26013953,LTE,Vodafone,2,30.0615,31.2479,1000,11140
25913089,LTE,Vodafone,2,30.0407,31.23,678,11140
26013955,LTE,Vodafone,2,30.0661,31.2585,7304,11140
26034947,LTE,Vodafone,2,30.0505,31.2341,1000,11140
28720898,LTE,Vodafone,2,30.0441,31.2323,1000,11140
29100802,LTE,Vodafone,2,30.1377,31.3949,1000,11160
25992193,LTE,Vodafone,2,30.1034,31.329,1000,11180
64519681,LTE,Vodafone,2,29.9766,30.9511,6876,21230
25637633,LTE,Vodafone,2,30.0731,31.2464,1000,11140
26001409,LTE,Vodafone,2,30.1234,31.6038,5034,21300
26001411,LTE,Vodafone,2,30.1151,31.6052,1000,21300
25695235,LTE,Vodafone,2,30.0931,31.3423,1090,11180
51221506,LTE,Vodafone,2,29.9718,30.9542,1000,21230
64782593,LTE,Vodafone,2,29.9702,31.0688,1193,21320
64800516,LTE,Vodafone,2,29.9998,31.1262,7971,11170
64146947,LTE,Vodafone,2,29.9573,31.0738,1131,21320
26013697,LTE,Vodafone,2,30.0667,31.2527,500,11140
25704706,LTE,Vodafone,2,30.0663,31.2527,867,11140
26048515,LTE,Vodafone,2,30.0543,31.2916,1000,11020
32132611,LTE,Vodafone,2,30.0888,31.318,1000,11180
872449,LTE,e&,3,30.0546,31.2426,4305,41171
872450,LTE,e&,3,30.0441,31.2345,2247,41171
534785,LTE,e&,3,30.1171,31.3705,1126,41081
522754,LTE,e&,3,30.0927,31.3823,1000,41161
65163522,LTE,Vodafone,2,30.0621,31.1746,1000,11070
148226,LTE,e&,3,30.1022,31.3703,4272,41161
96516,LTE,e&,3,30.1116,31.3877,605,41161
522753,LTE,e&,3,30.0974,31.3832,1000,41161
25986307,LTE,Vodafone,2,30.0415,31.3279,2705,11150
26098436,LTE,Vodafone,2,30.053,31.2821,1000,11020
25616643,LTE,Vodafone,2,30.0619,31.2738,1000,11200
29132803,LTE,Vodafone,2,30.0634,31.3084,1744,11020
25708547,LTE,Vodafone,2,30.0324,31.2342,1279,11020
25610241,LTE,Vodafone,2,30.0224,31.2305,1000,11020
25628929,LTE,Vodafone,2,30.0213,31.2276,9164,11020
26015233,LTE,Vodafone,2,30.0307,31.2326,1000,11020
26103811,LTE,Vodafone,2,30.0594,31.305,1000,11020
26058754,LTE,Vodafone,2,30.0438,31.3085,1000,11020
28979458,LTE,Vodafone,2,30.0476,31.3277,1551,11150
26103809,LTE,Vodafone,2,30.0612,31.308,1000,11020
26058755,LTE,Vodafone,2,30.0494,31.3076,1000,11020
29073409,LTE,Vodafone,2,30.046,31.3085,1000,11020
7500566,UMTS,Vodafone,2,30.0638,31.027,1000,31142
2747939,UMTS,Vodafone,2,30.0657,31.2574,1566,11412
341251,LTE,e&,3,30.0962,31.1996,1000,42145
28701953,LTE,Vodafone,2,30.0498,31.251,1000,11140
29195265,LTE,Vodafone,2,30.1107,31.4008,1000,11160
29195266,LTE,Vodafone,2,30.1106,31.3986,1000,11160
28709634,LTE,Vodafone,2,30.0356,31.2655,1315,11020
29094913,LTE,Vodafone,2,30.025,31.2615,1000,11020
26084609,LTE,Vodafone,2,30.0742,31.2719,1000,11200
7170,LTE,e&,3,30.0296,31.1751,1000,42291
544257,LTE,e&,3,30.0314,31.17,1000,42291
299522,LTE,e&,3,30.0304,31.175,1000,42291
7172,LTE,e&,3,30.0308,31.1721,1000,42291
51612931,LTE,Vodafone,2,30.0287,31.2042,1000,11070
29582081,LTE,Vodafone,2,30.1787,31.5895,1000,21300
25656066,LTE,Vodafone,2,30.0565,31.2401,500,11140
51641091,LTE,Vodafone,2,29.9902,31.1349,1000,11170
51641090,LTE,Vodafone,2,29.9875,31.1396,1000,11170
64146945,LTE,Vodafone,2,29.9543,31.082,4037,21320
51210499,LTE,Vodafone,2,30.0593,31.1959,1000,11070
64519684,LTE,Vodafone,2,29.9714,30.9427,1009,21230
65163523,LTE,Vodafone,2,30.0637,31.1654,819,11070
2721795,LTE,Orange,1,30.083,31.4519,1015,2005
29467907,LTE,Vodafone,2,30.036,31.3308,1000,11150
29086467,LTE,Vodafone,2,30.0207,31.3447,3052,11150
8214342,UMTS,Vodafone,2,29.9652,31.0675,1279,31122
29467906,LTE,Vodafone,2,30.0375,31.3362,1009,11150
29086466,LTE,Vodafone,2,30.0241,31.3608,1099,11150
760833,LTE,e&,3,30.1045,31.38,2358,41161
25913092,LTE,Vodafone,2,30.0417,31.2278,865,11140
15704834,LTE,e&,3,27.2361,33.8329,1000,42181
29058818,LTE,Vodafone,2,30.1429,31.2939,1343,11100
64530179,LTE,Vodafone,2,30.0328,30.9631,1000,21250
54158082,LTE,Vodafone,2,29.9726,31.0168,1000,21320
54334466,LTE,Vodafone,2,29.9669,31.027,1000,21320
54334467,LTE,Vodafone,2,29.9687,31.0236,1364,21320
29116931,LTE,Vodafone,2,30.1807,31.6176,1000,21300
29463811,LTE,Vodafone,2,30.1457,31.6272,1000,21300
2632451,LTE,Orange,1,30.1236,31.3976,1970,25636
25992194,LTE,Vodafone,2,30.1013,31.3246,865,11180
26084610,LTE,Vodafone,2,30.0733,31.2708,1000,11200
65028865,LTE,Vodafone,2,29.9783,30.9543,1240,21230
51633153,LTE,Vodafone,2,30.0603,31.1984,1000,11070
51523331,LTE,Vodafone,2,30.0612,31.1797,1000,11070
52748801,LTE,Vodafone,2,29.97,30.9474,1000,21230
26009859,LTE,Vodafone,2,30.0553,31.2252,3783,11140
25796609,LTE,Vodafone,2,30.0546,31.2371,1000,11140
26073346,LTE,Vodafone,2,30.0766,31.2821,4033,11200
7370082,UMTS,Vodafone,2,29.9521,30.912,1000,31121
64800513,LTE,Vodafone,2,30.0037,31.1335,1000,11170
28674,LTE,e&,3,30.1257,31.3583,1809,41081
619266,LTE,e&,3,30.0429,31.0553,3491,42292
16935170,LTE,e&,3,27.198,33.8687,3038,42181
26086403,LTE,Vodafone,2,30.1219,31.3992,1000,11160
26086401,LTE,Vodafone,2,30.1236,31.4029,1000,11160
29131523,LTE,Vodafone,2,30.1834,31.6224,1642,21300
29131521,LTE,Vodafone,2,30.1929,31.6461,2101,21300
179714,LTE,e&,3,30.0692,31.0222,1000,42292
179715,LTE,e&,3,30.0698,31.0142,794,42292
29143809,LTE,Vodafone,2,30.1078,31.3433,1000,11180
25722371,LTE,Vodafone,2,30.0122,31.3461,5453,21240
28728322,LTE,Vodafone,2,30.086,31.3404,1003,11180
25684993,LTE,Vodafone,2,30.1057,31.344,1000,11180
2608385,LTE,Orange,1,30.1025,31.3713,1264,25636
51616513,LTE,Vodafone,2,30.0525,31.1944,1000,11070
25617409,LTE,Vodafone,2,30.0452,31.2778,1403,11020
26003201,LTE,Vodafone,2,30.0623,31.2726,1000,11200
29493251,LTE,Vodafone,2,30.0637,31.2727,1000,11200
64520450,LTE,Vodafone,2,29.9683,31.0707,1045,21320
14315040,UMTS,e&,3,27.1944,33.9077,7640,32181
14298919,UMTS,e&,3,27.202,33.8822,4312,32181
52743937,LTE,Vodafone,2,30.0881,30.9694,818,21250
51801603,LTE,Vodafone,2,30.0776,31.0179,1000,21250
51802369,LTE,Vodafone,2,30.0799,30.953,838,21250
51802371,LTE,Vodafone,2,30.0737,30.9427,1626,21250
52743940,LTE,Vodafone,2,30.0869,30.9675,11603,21250
29132804,LTE,Vodafone,2,30.0711,31.3045,1000,11020
54334468,LTE,Vodafone,2,29.9701,31.0156,1088,21320
26055170,LTE,Vodafone,2,30.0441,31.325,500,11150
51628035,LTE,Vodafone,2,29.9745,30.9861,3648,21320
51628033,LTE,Vodafone,2,29.9754,30.9933,1000,21320
51801632,LTE,Vodafone,2,30.0766,31.0182,1000,21250
744450,LTE,e&,3,30.0748,31.016,1000,42292
2608386,LTE,Orange,1,30.099,31.3724,547,25636
65190659,LTE,Vodafone,2,30.0011,31.1205,1000,11170
64782594,LTE,Vodafone,2,29.9622,31.0654,1000,21320
52746755,LTE,Vodafone,2,30.009,30.9865,670,21330
51204098,LTE,Vodafone,2,30.0475,31.2114,1000,11070
29723907,LTE,Vodafone,2,30.1265,31.3973,1822,11160
51812355,LTE,Vodafone,2,30.0783,31.0193,500,21250
2667266,LTE,Orange,1,30.0943,31.3752,2278,25636
25653250,LTE,Vodafone,2,30.1666,31.3662,1000,11190
25650690,LTE,Vodafone,2,30.0767,31.2771,1000,11200
25624066,LTE,Vodafone,2,30.1456,31.4346,1000,11190
51633154,LTE,Vodafone,2,30.0601,31.196,1000,11070
7498421,UMTS,Vodafone,2,30.0777,31.0189,1000,31142
25695233,LTE,Vodafone,2,30.0929,31.3463,1000,11180
25720066,LTE,Vodafone,2,30.097,31.3436,1000,11180
29143042,LTE,Vodafone,2,30.0941,31.3243,1000,11180
29143043,LTE,Vodafone,2,30.0957,31.3234,1000,11180
51732254,LTE,Vodafone,2,30.0776,31.0144,1000,21250
29060865,LTE,Vodafone,2,30.163,31.3281,1000,11100
29058819,LTE,Vodafone,2,30.1599,31.3014,1000,11100
51732225,LTE,Vodafone,2,30.0781,31.014,1000,21250
7517830,UMTS,Vodafone,2,30.0689,31.0166,1000,31142
26109186,LTE,Vodafone,2,30.0658,31.2883,1000,11200
7531780,UMTS,Vodafone,2,30.0774,31.0187,1000,31142
29384707,LTE,Vodafone,2,30.0635,31.4195,1000,21200
25652225,LTE,Vodafone,2,30.0513,31.4023,1000,21240
26073857,LTE,Vodafone,2,30.0738,31.2885,1000,11200
8664833,LTE,e&,3,30.9749,29.5689,1000,42222
8664834,LTE,e&,3,30.9635,29.5709,1265,42222
8602113,LTE,e&,3,30.9689,29.5589,1000,42222
25673730,LTE,Vodafone,2,30.1084,31.2538,8353,11140
29142529,LTE,Vodafone,2,30.0886,31.3502,1000,11180
25624065,LTE,Vodafone,2,30.1507,31.4315,3306,11190
51519491,LTE,Vodafone,2,30.0436,31.2046,1000,11070
29137409,LTE,Vodafone,2,30.1422,31.4012,1039,11160
285953,LTE,e&,3,30.1279,31.3659,736,41081
564483,LTE,e&,3,30.1656,31.3817,4233,41161
456707,LTE,e&,3,30.1294,31.3683,501,41161
25657602,LTE,Vodafone,2,30.0822,31.3388,1000,11180
2165410,UMTS,Vodafone,2,30.0257,31.2044,5151,11331
26103554,LTE,Vodafone,2,30.1417,31.396,1000,11160
29094915,LTE,Vodafone,2,30.0183,31.2645,1606,11020
456705,LTE,e&,3,30.1269,31.3739,1000,41161
54293761,LTE,Vodafone,2,30.0435,31.2194,1000,11070
720898,LTE,e&,3,30.1036,31.1977,1000,42145
2636290,LTE,Orange,1,30.0572,31.475,1000,2006
29005058,LTE,Vodafone,2,30.0982,31.3473,1983,11180
29189379,LTE,Vodafone,2,30.0627,31.2645,4308,11200
664833,LTE,e&,3,30.1441,31.4065,1000,41161
404993,LTE,e&,3,30.1505,31.253,10436,41111
456706,LTE,e&,3,30.1232,31.3705,1000,41161
286977,LTE,e&,3,30.0199,31.2103,1000,42295
52798977,LTE,Vodafone,2,29.9704,30.963,1777,21320
573441,LTE,e&,3,30.1336,31.3639,8305,41081
51287041,LTE,Vodafone,2,30.0025,31.1756,4707,11170
29142530,LTE,Vodafone,2,30.0854,31.3494,1000,11180
25633538,LTE,Vodafone,2,30.0448,31.3254,3509,11150
29189377,LTE,Vodafone,2,30.0625,31.268,1000,11200
26007043,LTE,Vodafone,2,30.0806,31.3339,1000,11180
1071408,UMTS,e&,3,30.131,31.3737,1000,31161
